1,88 ISABELLA ST,Toronto,Metro Toronto,2022-04-29,56000000,1,2,,"Plan 140,&lt"
2364,6647 LINE 46,W. Perth,Perth County,2022-04-01,3479500,909,3482,,"Conc 10 - Logan, Lot 27 &amp"
5182,9355 ANCHOR DR\n9457 EC ROW,Windsor,Essex County,2022-09-26,27000000,7630,7631,"2 Industrial BldgsLast transferred in July 2019 for $12,000,000","Conc 3 - McNiff, Part Lots 136-138&lt"
7349,PLAN 2M - 1974\nBLOCK 194,Brantford,Brant,2022-08-19,6367500,6862,11391,,"Plan 2M-1974, Block 194",32221-0773,10,cash:&nbsp
9424,612 DAWES RD,E. York,Metro Toronto,2018-03-05,13200000,12036,241,Apartment Bldg:  6 storey
11368,2912 HWY 27,Bradford,Simcoe County,2014-10-31,2100000,16124,16125,Townhomes: 1 storey
14496,141 MAIN ST\n(UNIONVILLE),Markham,York Region,2022-05-31,2450000,20282,20283,,"Conc 6, Part Lot 12&lt"
17245,9448 HWY 26 E,Collingwood,Simcoe County,2009-06-19,530000,23819,23820,Motel - 1 storey
20160,90 BRONTE ST S\n98 BRONTE ST S\n104 BRONTE ST S,Milton,Halton Region,2018-07-27,11200000,11991,27349,,"Conc 1 - TRAF NS, Part Lot 13&lt"
23154,614 DANFORTH RD,Scarborough,Metro Toronto,2024-06-11,5500000,31690,31691,,"Plan 2050, Lots 307-309",06441-0221,1,cash:&nbsp
